,TIME,SRC,PACKET_SIZE,CUMULATIVE_PACKET_SIZE,PAGE_NUMBER,TOTAL_PACKET_SIZE
0,0.0,172.31.36.0-255,66,66,2,132
1,0.001603,157.240.13.0-255,66,132,2,132
2,0.0,31.13.82.0-255,101,101,2,465
3,1.5e-05,172.31.36.0-255,66,167,2,465
4,0.099783,31.13.82.0-255,232,399,2,465
5,0.099793,172.31.36.0-255,66,465,2,465
6,0.0,31.13.82.0-255,101,101,2,167
7,1.4e-05,172.31.36.0-255,66,167,2,167
8,0.0,157.240.13.0-255,233,233,2,616
9,1e-05,172.31.36.0-255,66,299,2,616
10,0.00767,172.31.36.0-255,150,449,2,616
11,0.009357,157.240.13.0-255,101,550,2,616
12,0.045472,172.31.36.0-255,66,616,2,616
13,0.0,31.13.82.0-255,101,101,2,167
14,2e-05,172.31.36.0-255,66,167,2,167
15,0.0,31.13.82.0-255,101,101,2,167
16,1.8e-05,172.31.36.0-255,66,167,2,167
17,0.0,157.240.13.0-255,66,66,2,66
18,0.0,172.31.36.0-255,66,66,2,132
19,0.004557,157.240.13.0-255,66,132,2,132
20,0.0,31.13.82.0-255,101,101,2,167
21,2e-05,172.31.36.0-255,66,167,2,167
22,0.0,157.240.13.0-255,66,66,2,66
23,0.0,31.13.82.0-255,101,101,2,167
24,2e-05,172.31.36.0-255,66,167,2,167
25,0.0,157.240.13.0-255,66,66,2,66
26,0.0,157.240.13.0-255,66,66,2,66
27,0.0,157.240.13.0-255,253,253,2,636
28,9e-06,172.31.36.0-255,66,319,2,636
29,0.006091,172.31.36.0-255,150,469,2,636
30,0.0081,157.240.13.0-255,101,570,2,636
31,0.046743,172.31.36.0-255,66,636,2,636
32,0.0,31.13.82.0-255,101,101,2,167
33,1.5e-05,172.31.36.0-255,66,167,2,167
34,0.0,31.13.82.0-255,101,101,2,167
35,1.9e-05,172.31.36.0-255,66,167,2,167
36,0.0,157.240.13.0-255,255,255,2,638
37,1.7e-05,172.31.36.0-255,66,321,2,638
38,0.006614,172.31.36.0-255,150,471,2,638
39,0.00872,157.240.13.0-255,101,572,2,638
40,0.04807,172.31.36.0-255,66,638,2,638
41,0.0,157.240.13.0-255,233,233,2,616
42,1.3e-05,172.31.36.0-255,66,299,2,616
43,0.008634,172.31.36.0-255,150,449,2,616
44,0.0103,157.240.13.0-255,101,550,2,616
45,0.046358,172.31.36.0-255,66,616,2,616
46,0.0,31.13.82.0-255,101,101,2,466
47,1.2e-05,172.31.36.0-255,66,167,2,466
48,0.098512,31.13.82.0-255,233,400,2,466
49,0.098529,172.31.36.0-255,66,466,2,466
50,0.0,157.240.13.0-255,250,250,2,633
