,TIME,SRC,PACKET_SIZE,CUMULATIVE_PACKET_SIZE,PAGE_NUMBER,TOTAL_PACKET_SIZE
0,0.0,172.31.36.0-255,74,74,2,3015
1,0.001743,157.240.13.0-255,74,148,2,3015
2,0.001768,172.31.36.0-255,66,214,2,3015
3,0.003427,172.31.36.0-255,625,839,2,3015
4,0.005143,157.240.13.0-255,66,905,2,3015
5,0.005447,157.240.13.0-255,278,1183,2,3015
6,0.005458,172.31.36.0-255,66,1249,2,3015
7,0.006097,172.31.36.0-255,130,1379,2,3015
8,0.007457,172.31.36.0-255,236,1615,2,3015
9,0.007491,172.31.36.0-255,537,2152,2,3015
10,0.007881,157.240.13.0-255,230,2382,2,3015
11,0.007943,157.240.13.0-255,140,2522,2,3015
12,0.008006,172.31.36.0-255,66,2588,2,3015
13,0.00808,172.31.36.0-255,97,2685,2,3015
14,0.009245,157.240.13.0-255,97,2782,2,3015
15,0.00952,157.240.13.0-255,101,2883,2,3015
16,0.011927,172.31.36.0-255,66,2949,2,3015
17,0.051524,157.240.13.0-255,66,3015,2,3015
18,0.0,172.31.36.0-255,74,74,2,74
19,0.0,31.13.82.0-255,74,74,2,746
20,2.9e-05,172.31.36.0-255,66,140,2,746
21,0.001823,172.31.36.0-255,606,746,2,746
22,0.0,74.125.24.0-255,66,66,2,2911
23,0.022423,172.31.36.0-255,74,140,2,2911
24,0.024173,157.240.13.0-255,74,214,2,2911
25,0.024193,172.31.36.0-255,66,280,2,2911
26,0.025881,172.31.36.0-255,606,886,2,2911
27,0.027618,157.240.13.0-255,66,952,2,2911
28,0.028313,157.240.13.0-255,278,1230,2,2911
29,0.028323,172.31.36.0-255,66,1296,2,2911
30,0.029031,172.31.36.0-255,130,1426,2,2911
31,0.030471,172.31.36.0-255,236,1662,2,2911
32,0.0305,172.31.36.0-255,540,2202,2,2911
33,0.030878,157.240.13.0-255,230,2432,2,2911
34,0.030923,157.240.13.0-255,140,2572,2,2911
35,0.031177,172.31.36.0-255,66,2638,2,2911
36,0.031272,172.31.36.0-255,97,2735,2,2911
37,0.032225,157.240.13.0-255,66,2801,2,2911
38,0.032659,157.240.13.0-255,110,2911,2,2911
39,0.0,172.217.194.0-255,66,66,2,140
40,0.031433,172.31.36.0-255,74,140,2,140
41,0.0,172.31.36.0-255,74,74,2,74
42,0.0,172.31.36.0-255,771,771,2,6277
43,3.1e-05,172.31.36.0-255,219,990,2,6277
44,8.2e-05,172.31.36.0-255,453,1443,2,6277
45,0.000297,172.31.36.0-255,663,2106,2,6277
46,0.000397,172.31.36.0-255,97,2203,2,6277
47,0.002322,172.217.194.0-255,66,2269,2,6277
48,0.002332,172.217.194.0-255,66,2335,2,6277
49,0.00239,172.217.194.0-255,66,2401,2,6277
50,0.002598,172.217.194.0-255,66,2467,2,6277
51,0.002685,172.217.194.0-255,66,2533,2,6277
52,0.004331,172.217.194.0-255,150,2683,2,6277
53,0.00435,172.217.194.0-255,97,2780,2,6277
54,0.004413,172.217.194.0-255,105,2885,2,6277
55,0.004732,172.31.36.0-255,66,2951,2,6277
56,0.004772,172.31.36.0-255,105,3056,2,6277
57,0.006421,172.217.194.0-255,150,3206,2,6277
58,0.006472,172.217.194.0-255,97,3303,2,6277
59,0.0066,172.31.36.0-255,66,3369,2,6277
60,0.011624,172.217.194.0-255,66,3435,2,6277
61,0.044886,172.31.36.0-255,74,3509,2,6277
62,0.046911,157.240.13.0-255,74,3583,2,6277
63,0.046932,172.31.36.0-255,66,3649,2,6277
64,0.049184,172.31.36.0-255,606,4255,2,6277
65,0.051187,157.240.13.0-255,66,4321,2,6277
66,0.051482,157.240.13.0-255,278,4599,2,6277
