,TIME,SRC,PACKET_SIZE,CUMULATIVE_PACKET_SIZE,PAGE_NUMBER,TOTAL_PACKET_SIZE
0,0.0,74.125.24.0-255,147,147,80,177229
1,1.9e-05,172.31.40.0-255,66,213,80,177229
2,2.6e-05,74.125.24.0-255,1484,1697,80,177229
3,3.1e-05,172.31.40.0-255,66,1763,80,177229
4,3.8e-05,74.125.24.0-255,2902,4665,80,177229
5,4.2e-05,172.31.40.0-255,66,4731,80,177229
6,5e-05,74.125.24.0-255,7156,11887,80,177229
7,5.3e-05,172.31.40.0-255,66,11953,80,177229
8,6e-05,74.125.24.0-255,4968,16921,80,177229
9,6.3e-05,172.31.40.0-255,66,16987,80,177229
10,9.5e-05,172.31.40.0-255,66,17053,80,177229
11,0.000136,74.125.24.0-255,1484,18537,80,177229
12,0.000139,172.31.40.0-255,66,18603,80,177229
13,0.000143,74.125.24.0-255,1484,20087,80,177229
14,0.000145,172.31.40.0-255,66,20153,80,177229
15,0.000156,74.125.24.0-255,1484,21637,80,177229
16,0.000158,172.31.40.0-255,66,21703,80,177229
17,0.000165,74.125.24.0-255,5738,27441,80,177229
18,0.000167,172.31.40.0-255,66,27507,80,177229
19,0.000223,172.31.40.0-255,66,27573,80,177229
20,0.000231,74.125.24.0-255,7156,34729,80,177229
21,0.000233,172.31.40.0-255,66,34795,80,177229
22,0.000266,74.125.24.0-255,3602,38397,80,177229
23,0.000268,172.31.40.0-255,66,38463,80,177229
24,0.000271,74.125.24.0-255,368,38831,80,177229
25,0.000273,172.31.40.0-255,66,38897,80,177229
26,0.00031,74.125.24.0-255,376,39273,80,177229
27,0.000312,172.31.40.0-255,66,39339,80,177229
28,0.000529,74.125.24.0-255,1484,40823,80,177229
29,0.000533,172.31.40.0-255,66,40889,80,177229
30,0.000539,74.125.24.0-255,2902,43791,80,177229
31,0.000541,172.31.40.0-255,66,43857,80,177229
32,0.000545,74.125.24.0-255,2902,46759,80,177229
33,0.000547,172.31.40.0-255,66,46825,80,177229
34,0.000569,74.125.24.0-255,2902,49727,80,177229
35,0.000571,172.31.40.0-255,66,49793,80,177229
36,0.000583,172.31.40.0-255,66,49859,80,177229
