,TIME,SRC,PACKET_SIZE,CUMULATIVE_PACKET_SIZE,PAGE_NUMBER,TOTAL_PACKET_SIZE
0,0.0,31.13.82.0-255,101,101,54,167
1,2.1e-05,172.31.46.0-255,66,167,54,167
2,0.0,157.240.13.0-255,231,231,54,618
3,2.3e-05,172.31.46.0-255,66,297,54,618
4,0.008225,172.31.46.0-255,154,451,54,618
5,0.011115,157.240.13.0-255,101,552,54,618
6,0.047407,172.31.46.0-255,66,618,54,618
7,0.0,157.240.13.0-255,258,258,54,645
8,2.3e-05,172.31.46.0-255,66,324,54,645
9,0.007569,172.31.46.0-255,154,478,54,645
10,0.0093,157.240.13.0-255,101,579,54,645
11,0.047353,172.31.46.0-255,66,645,54,645
12,0.0,31.13.82.0-255,101,101,54,167
13,2.2e-05,172.31.46.0-255,66,167,54,167
14,0.0,157.240.13.0-255,231,231,54,618
15,1.6e-05,172.31.46.0-255,66,297,54,618
16,0.008943,172.31.46.0-255,154,451,54,618
17,0.011212,157.240.13.0-255,101,552,54,618
18,0.049767,172.31.46.0-255,66,618,54,618
19,0.0,157.240.13.0-255,230,230,54,617
20,1.5e-05,172.31.46.0-255,66,296,54,617
21,0.008482,172.31.46.0-255,154,450,54,617
22,0.011217,157.240.13.0-255,101,551,54,617
23,0.050844,172.31.46.0-255,66,617,54,617
24,0.0,157.240.13.0-255,258,258,54,645
25,2.4e-05,172.31.46.0-255,66,324,54,645
26,0.0084,172.31.46.0-255,154,478,54,645
27,0.010106,157.240.13.0-255,101,579,54,645
28,0.047486,172.31.46.0-255,66,645,54,645
29,0.0,157.240.13.0-255,231,231,54,618
30,1.8e-05,172.31.46.0-255,66,297,54,618
31,0.008086,172.31.46.0-255,154,451,54,618
32,0.010047,157.240.13.0-255,101,552,54,618
33,0.04934,172.31.46.0-255,66,618,54,618
34,0.0,157.240.13.0-255,232,232,54,619
35,1e-05,172.31.46.0-255,66,298,54,619
36,0.007738,172.31.46.0-255,154,452,54,619
37,0.009601,157.240.13.0-255,101,553,54,619
38,0.049525,172.31.46.0-255,66,619,54,619
39,0.0,157.240.7.0-255,230,230,54,631
40,1.6e-05,172.31.46.0-255,66,296,54,631
41,0.009274,172.31.46.0-255,168,464,54,631
42,0.011634,157.240.7.0-255,101,565,54,631
43,0.047957,172.31.46.0-255,66,631,54,631
44,0.0,31.13.82.0-255,101,101,54,167
45,2.2e-05,172.31.46.0-255,66,167,54,167
46,0.0,157.240.13.0-255,230,230,54,772
47,1.6e-05,172.31.46.0-255,66,296,54,772
48,0.010352,172.31.46.0-255,309,605,54,772
49,0.012421,157.240.13.0-255,101,706,54,772
50,0.050922,172.31.46.0-255,66,772,54,772
51,0.0,31.13.82.0-255,101,101,54,167
52,2.2e-05,172.31.46.0-255,66,167,54,167
53,0.0,157.240.13.0-255,228,228,54,641
54,1.8e-05,172.31.46.0-255,66,294,54,641
55,0.009458,172.31.46.0-255,180,474,54,641
56,0.011381,157.240.13.0-255,101,575,54,641
57,0.047855,172.31.46.0-255,66,641,54,641
58,0.0,157.240.13.0-255,232,232,54,619
59,1.7e-05,172.31.46.0-255,66,298,54,619
60,0.008382,172.31.46.0-255,154,452,54,619
61,0.010618,157.240.13.0-255,101,553,54,619
62,0.050553,172.31.46.0-255,66,619,54,619
63,0.0,157.240.13.0-255,231,231,54,618
64,3.4e-05,172.31.46.0-255,66,297,54,618
65,0.010022,172.31.46.0-255,154,451,54,618
66,0.01229,157.240.13.0-255,101,552,54,618
67,0.049809,172.31.46.0-255,66,618,54,618
68,0.0,157.240.13.0-255,231,231,54,654
69,1.4e-05,172.31.46.0-255,66,297,54,654
70,0.006892,172.31.46.0-255,190,487,54,654
71,0.008919,157.240.13.0-255,101,588,54,654
72,0.047643,172.31.46.0-255,66,654,54,654
73,0.0,31.13.82.0-255,101,101,54,167
74,2.3e-05,172.31.46.0-255,66,167,54,167
75,0.0,157.240.13.0-255,255,255,54,642
76,2.7e-05,172.31.46.0-255,66,321,54,642
77,0.007877,172.31.46.0-255,154,475,54,642
78,0.00953,157.240.13.0-255,101,576,54,642
79,0.046359,172.31.46.0-255,66,642,54,642
80,0.0,31.13.82.0-255,101,101,54,167
81,1.4e-05,172.31.46.0-255,66,167,54,167
82,0.0,157.240.13.0-255,257,257,54,644
83,1.6e-05,172.31.46.0-255,66,323,54,644
84,0.006466,172.31.46.0-255,154,477,54,644
85,0.008459,157.240.13.0-255,101,578,54,644
86,0.048411,172.31.46.0-255,66,644,54,644
87,0.0,157.240.13.0-255,234,234,54,621
88,2.6e-05,172.31.46.0-255,66,300,54,621
89,0.009122,172.31.46.0-255,154,454,54,621
90,0.010918,157.240.13.0-255,101,555,54,621
91,0.048835,172.31.46.0-255,66,621,54,621
92,0.0,31.13.82.0-255,101,101,54,167
93,2.4e-05,172.31.46.0-255,66,167,54,167
94,0.0,157.240.13.0-255,226,226,54,613
95,1.1e-05,172.31.46.0-255,66,292,54,613
96,0.008616,172.31.46.0-255,154,446,54,613
97,0.011126,157.240.13.0-255,101,547,54,613
98,0.047351,172.31.46.0-255,66,613,54,613
99,0.0,31.13.82.0-255,101,101,54,167
100,2e-05,172.31.46.0-255,66,167,54,167
101,0.0,157.240.13.0-255,230,230,54,617
102,1.4e-05,172.31.46.0-255,66,296,54,617
103,0.008937,172.31.46.0-255,154,450,54,617
104,0.01074,157.240.13.0-255,101,551,54,617
105,0.048743,172.31.46.0-255,66,617,54,617
106,0.0,157.240.13.0-255,230,230,54,631
107,2e-05,172.31.46.0-255,66,296,54,631
108,0.008068,172.31.46.0-255,168,464,54,631
109,0.010205,157.240.13.0-255,101,565,54,631
110,0.049591,172.31.46.0-255,66,631,54,631
111,0.0,157.240.13.0-255,231,231,54,618
112,1.7e-05,172.31.46.0-255,66,297,54,618
113,0.007501,172.31.46.0-255,154,451,54,618
114,0.009463,157.240.13.0-255,101,552,54,618
115,0.048777,172.31.46.0-255,66,618,54,618
116,0.0,157.240.13.0-255,229,229,54,616
117,2.2e-05,172.31.46.0-255,66,295,54,616
118,0.007627,172.31.46.0-255,154,449,54,616
119,0.009332,157.240.13.0-255,101,550,54,616
120,0.046719,172.31.46.0-255,66,616,54,616
121,0.0,31.13.82.0-255,101,101,54,167
122,1.6e-05,172.31.46.0-255,66,167,54,167
123,0.0,31.13.82.0-255,101,101,54,167
124,2.3e-05,172.31.46.0-255,66,167,54,167
125,0.0,157.240.7.0-255,231,231,54,618
126,2e-05,172.31.46.0-255,66,297,54,618
127,0.007978,172.31.46.0-255,154,451,54,618
128,0.010286,157.240.7.0-255,101,552,54,618
129,0.046727,172.31.46.0-255,66,618,54,618
130,0.0,31.13.82.0-255,101,101,54,167
131,1.4e-05,172.31.46.0-255,66,167,54,167
132,0.0,31.13.82.0-255,101,101,54,167
133,2.6e-05,172.31.46.0-255,66,167,54,167
134,0.0,157.240.13.0-255,232,232,54,619
135,1.9e-05,172.31.46.0-255,66,298,54,619
136,0.007983,172.31.46.0-255,154,452,54,619
137,0.009702,157.240.13.0-255,101,553,54,619
138,0.049069,172.31.46.0-255,66,619,54,619
139,0.0,157.240.13.0-255,229,229,54,616
140,1.8e-05,172.31.46.0-255,66,295,54,616
141,0.010552,172.31.46.0-255,154,449,54,616
142,0.012249,157.240.13.0-255,101,550,54,616
143,0.051489,172.31.46.0-255,66,616,54,616
144,0.0,157.240.13.0-255,232,232,54,619
145,2.3e-05,172.31.46.0-255,66,298,54,619
146,0.007803,172.31.46.0-255,154,452,54,619
147,0.009453,157.240.13.0-255,101,553,54,619
148,0.047727,172.31.46.0-255,66,619,54,619
149,0.0,157.240.7.0-255,232,232,54,619
150,1.9e-05,172.31.46.0-255,66,298,54,619
151,0.006471,172.31.46.0-255,154,452,54,619
152,0.008925,157.240.7.0-255,101,553,54,619
153,0.046046,172.31.46.0-255,66,619,54,619
154,0.0,31.13.82.0-255,101,101,54,167
155,2.3e-05,172.31.46.0-255,66,167,54,167
156,0.0,31.13.82.0-255,101,101,54,167
157,1.5e-05,172.31.46.0-255,66,167,54,167
158,0.0,31.13.82.0-255,101,101,54,167
159,2.3e-05,172.31.46.0-255,66,167,54,167
160,0.0,157.240.13.0-255,230,230,54,666
161,1.8e-05,172.31.46.0-255,66,296,54,666
162,0.009216,172.31.46.0-255,203,499,54,666
163,0.011359,157.240.13.0-255,101,600,54,666
164,0.049967,172.31.46.0-255,66,666,54,666
165,0.0,157.240.13.0-255,229,229,54,676
166,2.3e-05,172.31.46.0-255,66,295,54,676
167,0.009759,172.31.46.0-255,214,509,54,676
