,TIME,SRC,PACKET_SIZE,CUMULATIVE_PACKET_SIZE,PAGE_NUMBER,TOTAL_PACKET_SIZE
0,0.0,157.240.13.0-255,66,66,94,132
1,0.008976,104.244.42.0-255,66,132,94,132
2,0.0,157.240.13.0-255,66,66,94,132
3,0.013906,104.244.42.0-255,66,132,94,132
4,0.0,157.240.13.0-255,66,66,94,132
5,0.009358,104.244.42.0-255,66,132,94,132
6,0.0,157.240.13.0-255,66,66,94,132
7,0.009003,104.244.42.0-255,66,132,94,132
8,0.0,104.244.42.0-255,66,66,94,198
9,0.011378,31.13.82.0-255,66,132,94,198
10,0.015181,31.13.82.0-255,66,198,94,198
11,0.0,104.244.42.0-255,66,66,94,264
12,0.012947,31.13.82.0-255,66,132,94,264
13,0.016837,31.13.82.0-255,66,198,94,264
14,0.057557,31.13.82.0-255,66,264,94,264
15,0.0,157.240.13.0-255,66,66,94,132
16,0.0095,104.244.42.0-255,66,132,94,132
17,0.0,157.240.13.0-255,66,66,94,132
18,0.009645,104.244.42.0-255,66,132,94,132
19,0.0,157.240.13.0-255,66,66,94,132
20,0.011383,104.244.42.0-255,66,132,94,132
21,0.0,157.240.7.0-255,66,66,94,132
22,0.011973,104.244.42.0-255,66,132,94,132
23,0.0,157.240.13.0-255,66,66,94,264
24,0.012389,104.244.42.0-255,66,132,94,264
25,0.020635,31.13.82.0-255,66,198,94,264
26,0.02502,31.13.82.0-255,66,264,94,264
27,0.0,157.240.13.0-255,66,66,94,132
28,0.012183,104.244.42.0-255,66,132,94,132
29,0.0,104.244.42.0-255,66,66,94,198
30,0.021314,31.13.82.0-255,66,132,94,198
31,0.025144,31.13.82.0-255,66,198,94,198
32,0.0,104.244.42.0-255,66,66,94,369
33,0.017844,31.13.82.0-255,66,132,94,369
34,0.021381,31.13.82.0-255,66,198,94,369
35,0.027947,31.13.82.0-255,105,303,94,369
36,0.027959,172.31.47.0-255,66,369,94,369
37,0.0,157.240.13.0-255,66,66,94,132
38,0.010886,104.244.42.0-255,66,132,94,132
39,0.0,157.240.13.0-255,66,66,94,132
40,0.009991,104.244.42.0-255,66,132,94,132
41,0.0,104.244.42.0-255,66,66,94,198
42,0.016455,31.13.82.0-255,66,132,94,198
43,0.021116,31.13.82.0-255,66,198,94,198
44,0.0,104.244.42.0-255,66,66,94,264
45,0.010174,31.13.82.0-255,66,132,94,264
46,0.016614,31.13.82.0-255,66,198,94,264
47,0.058688,31.13.82.0-255,66,264,94,264
48,0.0,172.31.47.0-255,146,146,94,278
49,0.021451,157.240.13.0-255,66,212,94,278
50,0.041849,104.244.42.0-255,66,278,94,278
51,0.0,157.240.13.0-255,66,66,94,264
52,0.022186,104.244.42.0-255,66,132,94,264
53,0.030267,31.13.82.0-255,66,198,94,264
54,0.034758,31.13.82.0-255,66,264,94,264
55,0.0,104.244.42.0-255,66,66,94,264
56,0.017954,31.13.82.0-255,66,132,94,264
57,0.021497,31.13.82.0-255,66,198,94,264
58,0.059607,31.13.82.0-255,66,264,94,264
59,0.0,157.240.13.0-255,66,66,94,132
60,0.009346,104.244.42.0-255,66,132,94,132
61,0.0,172.31.47.0-255,146,146,94,344
62,0.029043,31.13.82.0-255,66,212,94,344
63,0.033388,31.13.82.0-255,66,278,94,344
64,0.042425,104.244.42.0-255,66,344,94,344
65,0.0,172.31.47.0-255,146,146,94,278
66,0.01299,157.240.13.0-255,66,212,94,278
67,0.042532,104.244.42.0-255,66,278,94,278
68,0.0,104.244.42.0-255,66,66,94,264
69,0.013294,31.13.82.0-255,66,132,94,264
70,0.01701,31.13.82.0-255,66,198,94,264
71,0.057361,31.13.82.0-255,66,264,94,264
72,0.0,172.31.47.0-255,145,145,94,409
73,0.028899,157.240.13.0-255,66,211,94,409
74,0.042217,104.244.42.0-255,66,277,94,409
75,0.051249,31.13.82.0-255,66,343,94,409
76,0.055451,31.13.82.0-255,66,409,94,409
77,0.0,104.244.42.0-255,66,66,94,264
78,0.010964,31.13.82.0-255,66,132,94,264
79,0.015008,31.13.82.0-255,66,198,94,264
80,0.056548,31.13.82.0-255,66,264,94,264
81,0.0,104.244.42.0-255,110,110,94,1486
82,0.014107,157.240.13.0-255,66,176,94,1486
83,0.020068,172.31.47.0-255,243,419,94,1486
84,0.020102,172.31.47.0-255,727,1146,94,1486
85,0.020811,172.31.47.0-255,104,1250,94,1486
86,0.021675,104.244.42.0-255,66,1316,94,1486
87,0.021688,104.244.42.0-255,104,1420,94,1486
88,0.059836,172.31.47.0-255,66,1486,94,1486
89,0.0,157.240.13.0-255,66,66,94,132
90,0.009022,104.244.42.0-255,66,132,94,132
91,0.0,104.244.42.0-255,237,237,94,467
92,0.013321,172.31.47.0-255,164,401,94,467
93,0.05508,104.244.42.0-255,66,467,94,467
94,0.0,104.244.42.0-255,66,66,94,264
95,0.013902,31.13.82.0-255,66,132,94,264
96,0.018007,31.13.82.0-255,66,198,94,264
97,0.054782,31.13.82.0-255,66,264,94,264
98,0.0,157.240.13.0-255,66,66,94,264
99,0.01153,104.244.42.0-255,66,132,94,264
100,0.032542,31.13.82.0-255,66,198,94,264
101,0.037897,31.13.82.0-255,66,264,94,264
102,0.0,104.244.42.0-255,66,66,94,198
103,0.024174,31.13.82.0-255,66,132,94,198
104,0.028078,31.13.82.0-255,66,198,94,198
105,0.0,31.13.82.0-255,66,66,94,264
106,0.004543,104.244.42.0-255,66,132,94,264
107,0.0051,31.13.82.0-255,66,198,94,264
108,0.048368,31.13.82.0-255,66,264,94,264
109,0.0,104.244.42.0-255,66,66,94,264
110,0.012272,31.13.82.0-255,66,132,94,264
111,0.015995,31.13.82.0-255,66,198,94,264
112,0.056675,31.13.82.0-255,66,264,94,264
113,0.0,172.31.47.0-255,146,146,94,344
114,0.040407,31.13.82.0-255,66,212,94,344
115,0.042897,104.244.42.0-255,66,278,94,344
116,0.044419,31.13.82.0-255,66,344,94,344
117,0.0,104.244.42.0-255,66,66,94,66
