,TIME,SRC,PACKET_SIZE,CUMULATIVE_PACKET_SIZE,PAGE_NUMBER,TOTAL_PACKET_SIZE
0,0.0,104.244.42.0-255,66,66,18,66
1,0.0,104.244.42.0-255,66,66,18,132
2,0.008549,31.13.82.0-255,66,132,18,132
3,0.0,104.244.42.0-255,66,66,18,66
4,0.0,157.240.13.0-255,66,66,18,66
5,0.0,104.244.42.0-255,66,66,18,198
6,0.001173,31.13.82.0-255,66,132,18,198
7,0.007171,31.13.82.0-255,66,198,18,198
8,0.0,104.244.42.0-255,66,66,18,132
9,0.006471,31.13.82.0-255,66,132,18,132
10,0.0,157.240.13.0-255,66,66,18,66
11,0.0,104.244.42.0-255,66,66,18,66
12,0.0,104.244.42.0-255,66,66,18,132
13,0.009878,31.13.82.0-255,66,132,18,132
14,0.0,104.244.42.0-255,66,66,18,66
15,0.0,104.244.42.0-255,66,66,18,198
16,0.006056,31.13.82.0-255,66,132,18,198
17,0.008946,31.13.82.0-255,66,198,18,198
18,0.0,104.244.42.0-255,66,66,18,132
19,0.005735,31.13.82.0-255,66,132,18,132
20,0.0,104.244.42.0-255,66,66,18,66
21,0.0,104.244.42.0-255,66,66,18,66
22,0.0,104.244.42.0-255,66,66,18,198
23,0.004127,31.13.82.0-255,66,132,18,198
24,0.00699,31.13.82.0-255,66,198,18,198
25,0.0,31.13.82.0-255,66,66,18,198
26,0.00261,104.244.42.0-255,66,132,18,198
27,0.003207,31.13.82.0-255,66,198,18,198
28,0.0,104.244.42.0-255,66,66,18,171
29,0.001087,172.31.36.0-255,105,171,18,171
30,0.0,104.244.42.0-255,66,66,18,66
31,0.0,104.244.42.0-255,66,66,18,66
32,0.0,104.244.42.0-255,66,66,18,66
33,0.0,157.240.13.0-255,66,66,18,132
34,0.00889,104.244.42.0-255,66,132,18,132
35,0.0,104.244.42.0-255,66,66,18,198
36,0.008974,31.13.82.0-255,66,132,18,198
37,0.009012,31.13.82.0-255,66,198,18,198
38,0.0,104.244.42.0-255,66,66,18,66
39,0.0,104.244.42.0-255,66,66,18,132
40,0.008026,31.13.82.0-255,66,132,18,132
41,0.0,104.244.42.0-255,66,66,18,66
42,0.0,104.244.42.0-255,66,66,18,66
43,0.0,104.244.42.0-255,66,66,18,132
44,0.007595,31.13.82.0-255,66,132,18,132
45,0.0,157.240.13.0-255,66,66,18,66
46,0.0,104.244.42.0-255,66,66,18,66
47,0.0,157.240.13.0-255,66,66,18,66
48,0.0,157.240.13.0-255,66,66,18,66
49,0.0,104.244.42.0-255,66,66,18,303
50,0.007498,31.13.82.0-255,66,132,18,303
51,0.007537,31.13.82.0-255,105,237,18,303
52,0.007545,172.31.36.0-255,66,303,18,303
53,0.0,157.240.13.0-255,66,66,18,66
54,0.0,104.244.42.0-255,66,66,18,66
55,0.0,104.244.42.0-255,66,66,18,66
56,0.0,104.244.42.0-255,66,66,18,132
57,0.009922,31.13.82.0-255,66,132,18,132
58,0.0,104.244.42.0-255,66,66,18,132
59,0.001705,31.13.82.0-255,66,132,18,132
60,0.0,104.244.42.0-255,66,66,18,66
61,0.0,104.244.42.0-255,66,66,18,66
62,0.0,104.244.42.0-255,66,66,18,198
63,0.005826,31.13.82.0-255,66,132,18,198
64,0.008892,31.13.82.0-255,66,198,18,198
65,0.0,157.240.13.0-255,66,66,18,66
66,0.0,104.244.42.0-255,66,66,18,66
67,0.0,104.244.42.0-255,66,66,18,66
68,0.0,104.244.42.0-255,66,66,18,66
69,0.0,104.244.42.0-255,66,66,18,66
70,0.0,157.240.13.0-255,66,66,18,66
71,0.0,104.244.42.0-255,66,66,18,66
72,0.0,104.244.42.0-255,66,66,18,198
73,0.005749,31.13.82.0-255,66,132,18,198
74,0.008221,31.13.82.0-255,66,198,18,198
75,0.0,104.244.42.0-255,66,66,18,66
76,0.0,104.244.42.0-255,66,66,18,66
77,0.0,157.240.13.0-255,66,66,18,66
78,0.0,104.244.42.0-255,66,66,18,66
79,0.0,157.240.13.0-255,66,66,18,132
80,0.009953,104.244.42.0-255,66,132,18,132
81,0.0,104.244.42.0-255,66,66,18,66
82,0.0,157.240.13.0-255,66,66,18,132
83,0.009411,104.244.42.0-255,66,132,18,132
84,0.0,172.31.36.0-255,66,66,18,66
85,0.0,31.13.82.0-255,105,105,18,237
86,2.1e-05,172.31.36.0-255,66,171,18,237
87,0.003745,104.244.42.0-255,66,237,18,237
88,0.0,104.244.42.0-255,66,66,18,132
89,0.007538,31.13.82.0-255,66,132,18,132
90,0.0,104.244.42.0-255,66,66,18,132
91,0.00774,31.13.82.0-255,66,132,18,132
92,0.0,157.240.13.0-255,66,66,18,132
93,0.009582,104.244.42.0-255,66,132,18,132
94,0.0,104.244.42.0-255,66,66,18,198
95,0.005938,31.13.82.0-255,66,132,18,198
96,0.009348,31.13.82.0-255,66,198,18,198
97,0.0,157.240.13.0-255,66,66,18,66
98,0.0,157.240.13.0-255,66,66,18,66
99,0.0,104.244.42.0-255,66,66,18,132
100,0.007712,31.13.82.0-255,66,132,18,132
101,0.0,104.244.42.0-255,66,66,18,66
102,0.0,104.244.42.0-255,66,66,18,132
103,0.00809,31.13.82.0-255,66,132,18,132
104,0.0,104.244.42.0-255,66,66,18,66
105,0.0,104.244.42.0-255,66,66,18,132
106,0.007164,31.13.82.0-255,66,132,18,132
107,0.0,104.244.42.0-255,66,66,18,66
108,0.0,104.244.42.0-255,66,66,18,66
109,0.0,104.244.42.0-255,66,66,18,132
