,TIME,SRC,PACKET_SIZE,CUMULATIVE_PACKET_SIZE,PAGE_NUMBER,TOTAL_PACKET_SIZE
0,0.0,31.13.82.0-255,101,101,67,167
1,2.3e-05,172.31.40.0-255,66,167,67,167
2,0.0,157.240.7.0-255,232,232,67,580
3,1.8e-05,172.31.40.0-255,66,298,67,580
4,0.009334,172.31.40.0-255,181,479,67,580
5,0.011015,157.240.7.0-255,101,580,67,580
6,0.0,31.13.82.0-255,101,101,67,167
7,2.3e-05,172.31.40.0-255,66,167,67,167
8,0.0,31.13.82.0-255,101,101,67,167
9,2.5e-05,172.31.40.0-255,66,167,67,167
10,0.0,157.240.7.0-255,260,260,67,584
11,2e-05,172.31.40.0-255,66,326,67,584
12,0.008403,172.31.40.0-255,157,483,67,584
13,0.010071,157.240.7.0-255,101,584,67,584
14,0.0,157.240.7.0-255,231,231,67,555
15,1.7e-05,172.31.40.0-255,66,297,67,555
16,0.008897,172.31.40.0-255,157,454,67,555
17,0.010544,157.240.7.0-255,101,555,67,555
18,0.0,31.13.82.0-255,101,101,67,167
19,2.3e-05,172.31.40.0-255,66,167,67,167
20,0.0,31.13.82.0-255,74,74,67,739
21,3.7e-05,172.31.40.0-255,66,140,67,739
22,0.002462,172.31.40.0-255,599,739,67,739
23,0.0,31.13.82.0-255,101,101,67,167
24,1.4e-05,172.31.40.0-255,66,167,67,167
25,0.0,157.240.13.0-255,66,66,67,66
26,0.0,31.13.82.0-255,101,101,67,167
27,1.8e-05,172.31.40.0-255,66,167,67,167
28,0.0,31.13.82.0-255,101,101,67,167
29,2.4e-05,172.31.40.0-255,66,167,67,167
30,0.0,31.13.82.0-255,101,101,67,167
31,2.5e-05,172.31.40.0-255,66,167,67,167
32,0.0,157.240.13.0-255,234,234,67,558
33,1.4e-05,172.31.40.0-255,66,300,67,558
34,0.007564,172.31.40.0-255,157,457,67,558
35,0.009241,157.240.13.0-255,101,558,67,558
36,0.0,157.240.7.0-255,258,258,67,582
37,2.3e-05,172.31.40.0-255,66,324,67,582
38,0.009847,172.31.40.0-255,157,481,67,582
39,0.011589,157.240.7.0-255,101,582,67,582
40,0.0,157.240.7.0-255,232,232,67,556
41,1.6e-05,172.31.40.0-255,66,298,67,556
42,0.007802,172.31.40.0-255,157,455,67,556
43,0.009507,157.240.7.0-255,101,556,67,556
44,0.0,157.240.13.0-255,231,231,67,555
45,1.5e-05,172.31.40.0-255,66,297,67,555
46,0.008831,172.31.40.0-255,157,454,67,555
47,0.010571,157.240.13.0-255,101,555,67,555
48,0.0,31.13.82.0-255,101,101,67,167
49,2.5e-05,172.31.40.0-255,66,167,67,167
50,0.0,31.13.82.0-255,101,101,67,167
51,1.2e-05,172.31.40.0-255,66,167,67,167
52,0.0,31.13.82.0-255,101,101,67,167
53,2.8e-05,172.31.40.0-255,66,167,67,167
54,0.0,157.240.13.0-255,259,259,67,583
55,2.3e-05,172.31.40.0-255,66,325,67,583
56,0.007638,172.31.40.0-255,157,482,67,583
57,0.00928,157.240.13.0-255,101,583,67,583
58,0.0,31.13.82.0-255,101,101,67,167
59,2.5e-05,172.31.40.0-255,66,167,67,167
60,0.0,157.240.13.0-255,233,233,67,557
61,1.4e-05,172.31.40.0-255,66,299,67,557
62,0.007843,172.31.40.0-255,157,456,67,557
63,0.009795,157.240.13.0-255,101,557,67,557
64,0.0,157.240.7.0-255,231,231,67,555
65,1.1e-05,172.31.40.0-255,66,297,67,555
66,0.007397,172.31.40.0-255,157,454,67,555
67,0.009099,157.240.7.0-255,101,555,67,555
68,0.0,31.13.82.0-255,101,101,67,167
69,2.5e-05,172.31.40.0-255,66,167,67,167
70,0.0,31.13.82.0-255,101,101,67,167
71,3.6e-05,172.31.40.0-255,66,167,67,167
72,0.0,157.240.13.0-255,230,230,67,554
73,2.3e-05,172.31.40.0-255,66,296,67,554
74,0.008464,172.31.40.0-255,157,453,67,554
75,0.01027,157.240.13.0-255,101,554,67,554
76,0.0,172.31.40.0-255,66,66,67,66
77,0.0,172.31.40.0-255,139,139,67,139
78,0.0,31.13.82.0-255,101,101,67,167
79,2.4e-05,172.31.40.0-255,66,167,67,167
80,0.0,157.240.13.0-255,231,231,67,555
81,1.9e-05,172.31.40.0-255,66,297,67,555
82,0.00693,172.31.40.0-255,157,454,67,555
83,0.008929,157.240.13.0-255,101,555,67,555
84,0.0,31.13.82.0-255,101,101,67,167
85,2.6e-05,172.31.40.0-255,66,167,67,167
86,0.0,31.13.82.0-255,101,101,67,167
87,2.2e-05,172.31.40.0-255,66,167,67,167
88,0.0,157.240.13.0-255,66,66,67,66
89,0.0,157.240.7.0-255,260,260,67,584
90,2.5e-05,172.31.40.0-255,66,326,67,584
91,0.009896,172.31.40.0-255,157,483,67,584
92,0.011611,157.240.7.0-255,101,584,67,584
93,0.0,31.13.82.0-255,101,101,67,167
94,2.3e-05,172.31.40.0-255,66,167,67,167
95,0.0,31.13.82.0-255,101,101,67,167
96,1.6e-05,172.31.40.0-255,66,167,67,167
97,0.0,157.240.13.0-255,66,66,67,66
98,0.0,157.240.13.0-255,234,234,67,558
99,3.2e-05,172.31.40.0-255,66,300,67,558
100,0.005999,172.31.40.0-255,157,457,67,558
101,0.007978,157.240.13.0-255,101,558,67,558
102,0.0,31.13.82.0-255,101,101,67,167
103,2.2e-05,172.31.40.0-255,66,167,67,167
104,0.0,31.13.82.0-255,101,101,67,167
105,2.4e-05,172.31.40.0-255,66,167,67,167
106,0.0,31.13.82.0-255,74,74,67,739
107,3.1e-05,172.31.40.0-255,66,140,67,739
108,0.001708,172.31.40.0-255,599,739,67,739
109,0.0,31.13.82.0-255,101,101,67,167
110,2.5e-05,172.31.40.0-255,66,167,67,167
111,0.0,31.13.82.0-255,101,101,67,167
112,2.8e-05,172.31.40.0-255,66,167,67,167
113,0.0,31.13.82.0-255,74,74,67,739
114,4e-05,172.31.40.0-255,66,140,67,739
115,0.001827,172.31.40.0-255,599,739,67,739
116,0.0,31.13.82.0-255,101,101,67,167
117,2.8e-05,172.31.40.0-255,66,167,67,167
118,0.0,157.240.13.0-255,233,233,67,557
119,1.4e-05,172.31.40.0-255,66,299,67,557
120,0.007792,172.31.40.0-255,157,456,67,557
121,0.009602,157.240.13.0-255,101,557,67,557
122,0.0,157.240.7.0-255,231,231,67,555
123,1.7e-05,172.31.40.0-255,66,297,67,555
124,0.008269,172.31.40.0-255,157,454,67,555
125,0.0101,157.240.7.0-255,101,555,67,555
126,0.0,157.240.13.0-255,231,231,67,555
127,1.4e-05,172.31.40.0-255,66,297,67,555
128,0.008731,172.31.40.0-255,157,454,67,555
129,0.010485,157.240.13.0-255,101,555,67,555
130,0.0,31.13.82.0-255,101,101,67,167
131,2.6e-05,172.31.40.0-255,66,167,67,167
132,0.0,157.240.13.0-255,231,231,67,569
133,2.1e-05,172.31.40.0-255,66,297,67,569
134,0.007738,172.31.40.0-255,171,468,67,569
135,0.009688,157.240.13.0-255,101,569,67,569
136,0.0,31.13.82.0-255,101,101,67,167
