,TIME,SRC,PACKET_SIZE,CUMULATIVE_PACKET_SIZE,PAGE_NUMBER,TOTAL_PACKET_SIZE
0,0.0,31.13.82.0-255,74,74,84,1279
1,3.1e-05,172.31.47.0-255,66,140,84,1279
2,0.002071,172.31.47.0-255,599,739,84,1279
3,0.078764,31.13.82.0-255,66,805,84,1279
4,0.079007,31.13.82.0-255,278,1083,84,1279
5,0.079033,172.31.47.0-255,66,1149,84,1279
6,0.079782,172.31.47.0-255,130,1279,84,1279
7,0.0,157.240.13.0-255,232,232,84,618
8,2.2e-05,172.31.47.0-255,66,298,84,618
9,0.009556,172.31.47.0-255,153,451,84,618
10,0.011613,157.240.13.0-255,101,552,84,618
11,0.050263,172.31.47.0-255,66,618,84,618
12,0.0,157.240.13.0-255,230,230,84,616
13,1e-05,172.31.47.0-255,66,296,84,616
14,0.005805,172.31.47.0-255,153,449,84,616
15,0.007736,157.240.13.0-255,101,550,84,616
16,0.044774,172.31.47.0-255,66,616,84,616
17,0.0,31.13.82.0-255,74,74,84,1279
18,1.8e-05,172.31.47.0-255,66,140,84,1279
19,0.001503,172.31.47.0-255,599,739,84,1279
20,0.078187,31.13.82.0-255,66,805,84,1279
21,0.078431,31.13.82.0-255,278,1083,84,1279
22,0.078444,172.31.47.0-255,66,1149,84,1279
23,0.079095,172.31.47.0-255,130,1279,84,1279
24,0.0,157.240.13.0-255,233,233,84,687
25,1.7e-05,172.31.47.0-255,66,299,84,687
26,0.005535,172.31.47.0-255,221,520,84,687
27,0.007569,157.240.13.0-255,101,621,84,687
28,0.047127,172.31.47.0-255,66,687,84,687
29,0.0,157.240.13.0-255,230,230,84,616
30,1.1e-05,172.31.47.0-255,66,296,84,616
31,0.009157,172.31.47.0-255,153,449,84,616
32,0.01116,157.240.13.0-255,101,550,84,616
33,0.04964,172.31.47.0-255,66,616,84,616
34,0.0,157.240.13.0-255,231,231,84,617
35,1.8e-05,172.31.47.0-255,66,297,84,617
36,0.005614,172.31.47.0-255,153,450,84,617
37,0.007359,157.240.13.0-255,101,551,84,617
38,0.044397,172.31.47.0-255,66,617,84,617
39,0.0,157.240.13.0-255,228,228,84,614
40,1.1e-05,172.31.47.0-255,66,294,84,614
41,0.006029,172.31.47.0-255,153,447,84,614
42,0.008283,157.240.13.0-255,101,548,84,614
43,0.048265,172.31.47.0-255,66,614,84,614
44,0.0,157.240.13.0-255,230,230,84,616
45,1.3e-05,172.31.47.0-255,66,296,84,616
46,0.007968,172.31.47.0-255,153,449,84,616
47,0.009968,157.240.13.0-255,101,550,84,616
48,0.04721,172.31.47.0-255,66,616,84,616
49,0.0,157.240.13.0-255,66,66,84,66
50,0.0,157.240.13.0-255,253,253,84,639
51,1.6e-05,172.31.47.0-255,66,319,84,639
52,0.00716,172.31.47.0-255,153,472,84,639
53,0.00939,157.240.13.0-255,101,573,84,639
54,0.049407,172.31.47.0-255,66,639,84,639
55,0.0,157.240.13.0-255,258,258,84,644
56,2.4e-05,172.31.47.0-255,66,324,84,644
57,0.008559,172.31.47.0-255,153,477,84,644
58,0.010226,157.240.13.0-255,101,578,84,644
59,0.049175,172.31.47.0-255,66,644,84,644
60,0.0,157.240.13.0-255,66,66,84,66
61,0.0,31.13.82.0-255,101,101,84,167
62,1.9e-05,172.31.47.0-255,66,167,84,167
63,0.0,157.240.13.0-255,233,233,84,619
64,1.2e-05,172.31.47.0-255,66,299,84,619
65,0.007055,172.31.47.0-255,153,452,84,619
66,0.009003,157.240.13.0-255,101,553,84,619
67,0.048529,172.31.47.0-255,66,619,84,619
68,0.0,157.240.13.0-255,234,234,84,620
69,1.5e-05,172.31.47.0-255,66,300,84,620
70,0.007704,172.31.47.0-255,153,453,84,620
71,0.00967,157.240.13.0-255,101,554,84,620
72,0.046036,172.31.47.0-255,66,620,84,620
73,0.0,31.13.82.0-255,101,101,84,167
74,1.2e-05,172.31.47.0-255,66,167,84,167
75,0.0,31.13.82.0-255,101,101,84,167
76,1.8e-05,172.31.47.0-255,66,167,84,167
77,0.0,157.240.13.0-255,263,263,84,649
78,2.4e-05,172.31.47.0-255,66,329,84,649
79,0.00747,172.31.47.0-255,153,482,84,649
80,0.009752,157.240.13.0-255,101,583,84,649
81,0.04899,172.31.47.0-255,66,649,84,649
82,0.0,157.240.13.0-255,66,66,84,66
83,0.0,31.13.82.0-255,101,101,84,167
84,1.7e-05,172.31.47.0-255,66,167,84,167
85,0.0,31.13.82.0-255,101,101,84,167
86,5e-06,172.31.47.0-255,66,167,84,167
87,0.0,31.13.82.0-255,101,101,84,167
88,1.3e-05,172.31.47.0-255,66,167,84,167
89,0.0,157.240.13.0-255,230,230,84,616
90,1e-05,172.31.47.0-255,66,296,84,616
91,0.007948,172.31.47.0-255,153,449,84,616
92,0.01067,157.240.13.0-255,101,550,84,616
93,0.048187,172.31.47.0-255,66,616,84,616
94,0.0,31.13.82.0-255,101,101,84,167
95,2.7e-05,172.31.47.0-255,66,167,84,167
96,0.0,157.240.13.0-255,251,251,84,637
97,1.7e-05,172.31.47.0-255,66,317,84,637
98,0.00579,172.31.47.0-255,153,470,84,637
99,0.007851,157.240.13.0-255,101,571,84,637
100,0.046862,172.31.47.0-255,66,637,84,637
101,0.0,31.13.82.0-255,101,101,84,167
102,1.3e-05,172.31.47.0-255,66,167,84,167
103,0.0,31.13.82.0-255,101,101,84,167
