,TIME,SRC,PACKET_SIZE,CUMULATIVE_PACKET_SIZE,PAGE_NUMBER,TOTAL_PACKET_SIZE
0,0.0,31.13.82.0-255,101,101,72,167
1,2.6e-05,172.31.40.0-255,66,167,72,167
2,0.0,157.240.7.0-255,231,231,72,546
3,1.7e-05,172.31.40.0-255,66,297,72,546
4,0.007631,172.31.40.0-255,148,445,72,546
5,0.009375,157.240.7.0-255,101,546,72,546
6,0.0,31.13.82.0-255,101,101,72,167
7,2.4e-05,172.31.40.0-255,66,167,72,167
8,0.0,31.13.82.0-255,101,101,72,167
9,2.4e-05,172.31.40.0-255,66,167,72,167
10,0.0,157.240.7.0-255,250,250,72,464
11,1.6e-05,172.31.40.0-255,66,316,72,464
12,0.009782,172.31.40.0-255,148,464,72,464
13,0.0,157.240.7.0-255,233,233,72,299
14,1.6e-05,172.31.40.0-255,66,299,72,299
15,0.0,31.13.82.0-255,101,101,72,167
16,2.4e-05,172.31.40.0-255,66,167,72,167
17,0.0,172.31.40.0-255,74,74,72,74
18,0.0,31.13.82.0-255,101,101,72,167
19,2e-05,172.31.40.0-255,66,167,72,167
20,0.0,31.13.82.0-255,74,74,72,739
21,3.4e-05,172.31.40.0-255,66,140,72,739
22,0.001862,172.31.40.0-255,599,739,72,739
23,0.0,31.13.82.0-255,101,101,72,167
24,1e-05,172.31.40.0-255,66,167,72,167
25,0.0,31.13.82.0-255,101,101,72,167
26,2.2e-05,172.31.40.0-255,66,167,72,167
27,0.0,31.13.82.0-255,101,101,72,167
28,2.5e-05,172.31.40.0-255,66,167,72,167
29,0.0,157.240.13.0-255,228,228,72,442
30,1.3e-05,172.31.40.0-255,66,294,72,442
31,0.008959,172.31.40.0-255,148,442,72,442
32,0.0,157.240.7.0-255,248,248,72,462
33,1e-05,172.31.40.0-255,66,314,72,462
34,0.008414,172.31.40.0-255,148,462,72,462
35,0.0,157.240.7.0-255,230,230,72,444
36,1.2e-05,172.31.40.0-255,66,296,72,444
37,0.009475,172.31.40.0-255,148,444,72,444
38,0.0,157.240.13.0-255,231,231,72,546
39,1e-05,172.31.40.0-255,66,297,72,546
40,0.00822,172.31.40.0-255,148,445,72,546
41,0.009919,157.240.13.0-255,101,546,72,546
42,0.0,31.13.82.0-255,101,101,72,167
43,2.4e-05,172.31.40.0-255,66,167,72,167
44,0.0,31.13.82.0-255,101,101,72,167
45,2.1e-05,172.31.40.0-255,66,167,72,167
46,0.0,31.13.82.0-255,101,101,72,167
47,2.3e-05,172.31.40.0-255,66,167,72,167
48,0.0,157.240.13.0-255,252,252,72,466
49,1.8e-05,172.31.40.0-255,66,318,72,466
50,0.00865,172.31.40.0-255,148,466,72,466
51,0.0,31.13.82.0-255,101,101,72,167
52,2.5e-05,172.31.40.0-255,66,167,72,167
53,0.0,157.240.13.0-255,232,232,72,547
54,1.6e-05,172.31.40.0-255,66,298,72,547
55,0.007656,172.31.40.0-255,148,446,72,547
56,0.009641,157.240.13.0-255,101,547,72,547
57,0.0,157.240.7.0-255,232,232,72,446
58,1.9e-05,172.31.40.0-255,66,298,72,446
59,0.008491,172.31.40.0-255,148,446,72,446
60,0.0,31.13.82.0-255,101,101,72,167
61,2.2e-05,172.31.40.0-255,66,167,72,167
62,0.0,31.13.82.0-255,101,101,72,167
63,1.7e-05,172.31.40.0-255,66,167,72,167
64,0.0,157.240.13.0-255,233,233,72,447
