,TIME,SRC,PACKET_SIZE,CUMULATIVE_PACKET_SIZE,PAGE_NUMBER,TOTAL_PACKET_SIZE
0,0.0,104.244.42.0-255,66,66,15,581
1,0.086758,157.240.13.0-255,95,161,15,581
2,0.086776,172.31.36.0-255,66,227,15,581
3,0.092757,157.240.13.0-255,66,293,15,581
4,0.092994,172.31.36.0-255,90,383,15,581
5,0.093007,172.31.36.0-255,66,449,15,581
6,0.09499,157.240.13.0-255,66,515,15,581
7,0.095,157.240.13.0-255,66,581,15,581
8,0.0,104.244.42.0-255,66,66,15,264
9,0.006057,31.13.82.0-255,66,132,15,264
10,0.011602,31.13.82.0-255,66,198,15,264
11,0.063954,31.13.82.0-255,66,264,15,264
12,0.0,104.244.42.0-255,66,66,15,264
13,0.010083,31.13.82.0-255,66,132,15,264
14,0.014026,31.13.82.0-255,66,198,15,264
15,0.051894,31.13.82.0-255,66,264,15,264
16,0.0,104.244.42.0-255,66,66,15,264
17,0.008731,31.13.82.0-255,66,132,15,264
18,0.011998,31.13.82.0-255,66,198,15,264
19,0.055052,31.13.82.0-255,66,264,15,264
20,0.0,104.244.42.0-255,66,66,15,264
21,0.023101,31.13.82.0-255,66,132,15,264
22,0.026761,31.13.82.0-255,66,198,15,264
23,0.0547,31.13.82.0-255,66,264,15,264
24,0.0,104.244.42.0-255,66,66,15,264
25,0.008392,31.13.82.0-255,66,132,15,264
26,0.013252,31.13.82.0-255,66,198,15,264
27,0.064618,31.13.82.0-255,66,264,15,264
28,0.0,172.31.36.0-255,120,120,15,681
29,0.007838,172.31.36.0-255,96,216,15,681
30,0.0084,172.31.36.0-255,101,317,15,681
31,0.026431,172.31.36.0-255,166,483,15,681
32,0.068129,31.13.82.0-255,66,549,15,681
33,0.068763,104.244.42.0-255,66,615,15,681
34,0.075984,31.13.82.0-255,66,681,15,681
35,0.0,104.244.42.0-255,66,66,15,264
36,0.016027,31.13.82.0-255,66,132,15,264
37,0.018869,31.13.82.0-255,66,198,15,264
38,0.058426,31.13.82.0-255,66,264,15,264
39,0.0,104.244.42.0-255,66,66,15,425
40,0.001273,31.13.82.0-255,66,132,15,425
41,0.006438,31.13.82.0-255,66,198,15,425
42,0.048168,31.13.82.0-255,66,264,15,425
43,0.095328,31.13.82.0-255,95,359,15,425
44,0.095344,172.31.36.0-255,66,425,15,425
45,0.0,157.240.13.0-255,66,66,15,264
46,0.016301,104.244.42.0-255,66,132,15,264
47,0.031223,31.13.82.0-255,66,198,15,264
48,0.034953,31.13.82.0-255,66,264,15,264
49,0.0,104.244.42.0-255,66,66,15,264
50,0.009204,31.13.82.0-255,66,132,15,264
51,0.009303,31.13.82.0-255,66,198,15,264
52,0.050981,31.13.82.0-255,66,264,15,264
53,0.0,104.244.42.0-255,66,66,15,425
54,0.004732,31.13.82.0-255,66,132,15,425
55,0.008857,31.13.82.0-255,66,198,15,425
56,0.04882,31.13.82.0-255,66,264,15,425
57,0.098793,31.13.82.0-255,95,359,15,425
58,0.098808,172.31.36.0-255,66,425,15,425
59,0.0,157.240.13.0-255,66,66,15,132
60,0.010792,104.244.42.0-255,66,132,15,132
