epoch;loss
0;0.09930923581123352
0;0.09965343773365021
0;0.0996798425912857
0;0.09993285685777664
0;0.0989665761590004
0;0.0992717370390892
0;0.0984853208065033
0;0.09967291355133057
0;0.525730311870575
0;0.8396103382110596
0;0.7918870449066162
0;0.5791417956352234
0;0.7472366690635681
0;0.8781106472015381
0;0.8503447771072388
0;0.8076578974723816
0;0.8321705460548401
0;0.82110595703125
0;0.8659706711769104
0;0.8520186543464661
0;0.8516546487808228
0;23.575958251953125
0;0.10194160789251328
0;-6.649300575256348
0;3.0055339336395264
0;-6.7781147956848145
0;8.593928337097168
0;0.8173285126686096
0;0.7944445610046387
0;0.8842418193817139
0;0.8931881785392761
0;0.8764176964759827
0;0.7016915678977966
0;0.898491621017456
0;0.8852949142456055
0;0.8972187638282776
0;0.898626446723938
0;0.8996389508247375
0;0.8893043398857117
0;0.8654469847679138
0;0.89778733253479
0;0.8983035087585449
0;0.887935221195221
0;0.8849707245826721
0;0.9015130996704102
0;0.8264281153678894
0;0.8989093899726868
0;0.8975616693496704
0;0.8856667280197144
0;0.6863031983375549
0;0.897130012512207
